year,age,sex,purpose,country,nation,visits_sum,nights_sum,spend_sum,Sample_N
2010,25-34,Female,Business,Brazil,Finland,0.32,4.43,0.07,1
2010,35-44,Female,VFR,Hong Kong,Irish Republic,0.75,15.09,0.07,1
2010,16-24,Female,VFR,Thailand,UK,0.26,4.86,0.07,1
2010,45-54,Male,Business,Norway,India,0.22,0.65,0.07,1
2010,45-54,Female,Business,Norway,Netherlands,0.22,0.43,0.07,1
2010,35-44,Male,Holiday,United Arab Emirates,Irish Republic,0.32,0.95,0.07,1
2010,25-34,Male,Business,Sweden,France,0.26,0.78,0.07,1
2010,0 -15,Male,VFR,Pakistan,USA,0.41,6.95,0.07,1
2010,35-44,Male,Business,Spain,Poland,3.36,10.08,0.07,1
2010,Not Known,Female,Transit,USA,USA,0.00,0.00,0.07,1
2010,45-54,Male,Misc.,Switzerland,UK,1.03,1.03,0.07,1
2010,45-54,Male,Business,Turkey,Other Middle East,0.36,0.36,0.07,1
2010,25-34,Female,VFR,Brazil,France,0.58,1.75,0.07,1
2010,16-24,Female,Business,Yugoslavia,Yugoslavia,0.31,0.94,0.07,1
2010,35-44,Male,VFR,Germany,Hungary,0.74,5.21,0.07,1
2010,55-64,Female,Misc.,Other Central & South America,Other Western Europe,0.79,1.57,0.07,1
2010,25-34,Female,Misc.,Belgium,Germany,1.03,4.11,0.07,1
2010,45-54,Male,Business,Japan,South Korea,0.25,0.25,0.07,1
2010,55-64,Female,Misc.,South Africa,Irish Republic,1.02,1.02,0.07,1
2010,25-34,Male,Misc.,USA,Germany,0.21,1.47,0.07,1
2010,35-44,Female,VFR,Hungary,Germany,0.50,1.51,0.07,1
2010,25-34,Male,Transit,United Arab Emirates,Sweden,0.00,0.00,0.07,1
2010,16-24,Female,VFR,Other Eastern Europe,Germany,0.66,2.64,0.07,1
2010,0 -15,Female,Holiday,Turkey,UK,0.43,12.83,0.07,1
2010,25-34,Female,Transit,Spain,Other Eastern Europe,0.00,0.00,0.07,1
2010,25-34,Female,Business,Netherlands,Irish Republic,0.51,1.03,0.07,1
2010,35-44,Female,Business,Irish Republic,Other Africa,0.40,0.40,0.07,1
2010,35-44,Male,Misc.,Belgium,Portugal,1.64,1.64,0.07,1
2010,25-34,Female,Misc.,USA,Sweden,0.25,0.25,0.07,1
2010,16-24,Female,VFR,Germany,Belgium,0.36,1.09,0.07,1
2010,55-64,Male,VFR,Taiwan,UK,0.57,3.99,0.07,1
2010,25-34,Female,Business,Spain,Italy,0.13,0.13,0.07,1
2010,35-44,Female,Holiday,Hong Kong,China,0.24,0.73,0.07,1
2010,45-54,Male,Holiday,Canada,Nigeria,0.23,0.23,0.06,1
2010,35-44,Female,Misc.,USA,Other Eastern Europe,0.74,0.74,0.06,1
2010,55-64,Female,Business,Nigeria,Nigeria,0.24,3.65,0.06,1
2010,45-54,Male,VFR,Nigeria,India,0.24,1.46,0.06,1
2010,35-44,Male,Business,Sweden,Finland,0.20,0.20,0.06,1
2010,25-34,Female,Transit,Belgium,UK,0.00,0.00,0.06,1
2010,25-34,Male,Holiday,Italy,UK,0.56,5.04,0.06,1
2010,55-64,Female,Holiday,Belgium,Germany,1.61,0.00,0.06,1
2010,45-54,Male,Holiday,France,India,1.17,0.00,0.06,1
2010,45-54,Male,Business,Germany,Italy,0.41,0.83,0.06,1
2010,35-44,Male,Misc.,Australia,Germany,0.56,1.67,0.06,1
2010,Not Known,Not Known,VFR,Canada,Canada,0.23,1.13,0.06,1
2010,55-64,Male,VFR,Australia,New Zealand,0.56,4.46,0.06,1
2010,0 -15,Female,Holiday,Belgium,Netherlands,0.56,3.90,0.06,1
2010,45-54,Male,Business,Austria,UK,1.60,0.00,0.06,1
2010,25-34,Female,Holiday,Portugal,Sweden,0.35,2.07,0.06,1
2010,35-44,Female,Business,Netherlands,Turkey,0.22,0.43,0.06,1
2010,55-64,Male,Holiday,Sweden,Israel,0.21,0.64,0.06,1
2010,35-44,Male,Misc.,USA,Germany,0.55,1.66,0.06,1
2010,16-24,Male,Holiday,USA,France,1.38,1.38,0.06,1
2010,25-34,Female,VFR,Spain,India,0.31,0.62,0.06,1
2010,55-64,Female,Transit,Germany,UK,0.00,0.00,0.06,1
2010,0 -15,Male,VFR,Czech Republic,Czech Republic,0.50,3.51,0.06,1
2010,16-24,Male,Misc.,USA,Canada,0.44,0.44,0.06,1
2010,35-44,Female,Business,Other Southern Africa,Other Southern Africa,0.49,0.49,0.06,1
2010,35-44,Male,Transit,South Africa,USA,0.00,0.00,0.06,1
2010,25-34,Female,VFR,Iran,Canada,0.20,0.60,0.06,1
2010,45-54,Male,VFR,New Zealand,Irish Republic,0.35,3.46,0.06,1
2010,25-34,Female,Misc.,Other Africa,Other Middle East,0.35,0.35,0.06,1
2010,35-44,Male,Misc.,Switzerland,Switzerland,2.51,2.51,0.06,1
2010,0 -15,Male,Holiday,Hong Kong,China,0.24,0.71,0.06,1
2010,55-64,Female,Misc.,India,India,0.32,114.03,0.06,1
2010,35-44,Female,Holiday,France,China,0.83,0.83,0.06,1
2010,55-64,Female,Business,Irish Republic,New Zealand,0.45,0.89,0.06,1
2010,45-54,Female,VFR,USA,Argentina,0.30,0.59,0.06,1
2010,0 -15,Male,Holiday,Netherlands,Japan,0.50,1.49,0.06,1
2010,35-44,Female,Holiday,Germany,Taiwan,0.20,0.20,0.06,1
2010,0 -15,Male,VFR,Nigeria,USA,0.42,4.59,0.06,1
2010,25-34,Male,Holiday,France,Canada,0.69,2.75,0.06,1
2010,45-54,Male,VFR,France,Netherlands,0.44,0.44,0.06,1
2010,55-64,Male,Misc.,Portugal,Irish Republic,0.59,0.59,0.06,1
2010,16-24,Female,VFR,France,Poland,0.53,2.14,0.06,1
2010,35-44,Female,Holiday,Belgium,USA,1.12,0.00,0.06,1
2010,45-54,Male,Business,Spain,Argentina,0.29,0.29,0.06,1
2010,35-44,Female,VFR,Irish Republic,India,0.37,0.74,0.06,1
2010,25-34,Male,VFR,Switzerland,Portugal,0.53,1.59,0.06,1
2010,35-44,Male,Misc.,USA,South Africa,0.42,0.42,0.06,1
2010,55-64,Female,Holiday,Switzerland,Germany,1.11,2.22,0.06,1
2010,25-34,Male,VFR,Spain,Australia,0.68,3.39,0.06,1
2010,55-64,Female,Misc.,Other Africa,Australia,0.68,0.68,0.06,1
2010,25-34,Female,Holiday,Spain,Chile,0.28,0.85,0.06,1
2010,35-44,Female,Business,Germany,South Korea,0.42,0.00,0.06,1
2010,35-44,Female,Holiday,Belgium,Japan,0.61,2.43,0.06,1
2010,55-64,Male,Misc.,Other Gulf States,Australia,0.53,0.53,0.06,1
2010,45-54,Female,VFR,Other Central & South America,Italy,0.37,1.84,0.06,1
2010,45-54,Male,Misc.,USA,Irish Republic,0.67,0.67,0.06,1
2010,0 -15,Female,VFR,Other Asia,UK,0.52,15.17,0.06,1
2010,45-54,Male,VFR,Other Gulf States,Other Asia,0.32,1.60,0.06,1
2010,25-34,Male,Holiday,Germany,Turkey,0.52,0.52,0.06,1
2010,65+,Male,Misc.,Canada,UK,0.60,0.60,0.06,1
2010,25-34,Female,VFR,USA,Germany,0.36,2.52,0.06,1
2010,35-44,Male,Business,France,Sweden,0.52,1.03,0.06,1
2010,16-24,Male,Misc.,Mexico,Mexico,0.70,0.70,0.06,1
2010,0 -15,Male,Misc.,Other Gulf States,UK,2.12,2.12,0.06,1
2010,45-54,Male,Business,Sweden,USA,1.18,2.37,0.06,1
2010,16-24,Male,VFR,China,China,0.10,3.07,0.06,1
2010,65+,Male,Transit,Turkey,South Africa,0.00,0.00,0.06,1
2010,45-54,Female,VFR,Belgium,Irish Republic,0.39,0.79,0.06,1
2010,25-34,Female,Business,Irish Republic,Portugal,0.72,0.72,0.06,1
2010,35-44,Male,Business,France,South Korea,1.28,0.00,0.06,1
2010,25-34,Male,Misc.,Russia,Australia,0.25,0.25,0.06,1
2010,35-44,Male,Holiday,Belgium,Spain,1.17,0.00,0.06,1
2010,25-34,Male,Business,Norway,Iceland,0.20,0.20,0.06,1
2010,35-44,Male,Transit,Other Africa,Other Southern Africa,0.00,0.00,0.06,1
2010,16-24,Female,Holiday,Australia,Brazil,0.51,3.54,0.06,1
2010,25-34,Male,VFR,France,Other Asia,1.16,5.81,0.06,1
2010,16-24,Male,VFR,Malaysia,Pakistan,0.27,0.27,0.06,1
2010,25-34,Female,Misc.,Saudi Arabia,Spain,0.64,0.64,0.06,1
2010,25-34,Male,VFR,Israel,Germany,0.50,7.55,0.06,1
2010,16-24,Male,VFR,Irish Republic,Germany,0.47,0.47,0.06,1
2010,25-34,Male,Holiday,USA,Australia,0.50,1.01,0.06,1
2010,45-54,Male,Holiday,Canada,Denmark,0.61,0.00,0.06,1
2010,16-24,Male,VFR,Netherlands,Other Central & South America,0.50,3.50,0.06,1
2010,65+,Female,Misc.,Netherlands,UK,0.17,0.00,0.06,1
2010,16-24,Male,Holiday,Spain,Italy,0.55,0.55,0.06,1
2010,25-34,Female,Holiday,Other Asia,USA,0.27,1.60,0.06,1
2010,45-54,Male,Misc.,Israel,Other Middle East,0.49,1.97,0.06,1
2010,16-24,Female,VFR,Other Middle East,Other Middle East,0.26,7.37,0.06,1
2010,25-34,Male,Business,Spain,Turkey,0.28,0.57,0.06,1
2010,16-24,Female,Misc.,United Arab Emirates,India,0.24,0.96,0.06,1
2010,25-34,Male,Misc.,United Arab Emirates,Other Eastern Europe,0.24,0.24,0.06,1
2010,45-54,Female,VFR,India,Other Africa,0.26,20.88,0.06,1
2010,25-34,Female,Holiday,USA,Nigeria,0.26,1.56,0.06,1
2010,25-34,Female,Misc.,Canada,Israel,0.48,0.48,0.06,1
2010,45-54,Female,Misc.,Singapore,UK,0.32,0.95,0.06,1
2010,25-34,Female,Business,Germany,Sweden,0.17,0.35,0.06,1
2010,16-24,Female,Misc.,Italy,Other Eastern Europe,1.01,1.01,0.06,1
2010,25-34,Male,Business,Irish Republic,UK,0.61,0.00,0.06,1
2010,25-34,Female,Business,Denmark,Portugal,0.26,0.26,0.06,1
2010,35-44,Male,Business,Spain,Portugal,0.92,0.92,0.06,1
2010,35-44,Female,Holiday,France,Portugal,0.42,0.84,0.06,1
2010,45-54,Male,Misc.,USA,Other Eastern Europe,0.48,0.48,0.06,1
2010,25-34,Male,Holiday,Germany,Chile,0.48,1.92,0.06,1
2010,55-64,Female,Business,Luxembourg,Germany,0.48,1.44,0.06,1
2010,25-34,Female,VFR,USA,Spain,0.55,0.55,0.06,1
2010,45-54,Female,Misc.,Hungary,USA,0.85,1.69,0.05,1
2010,65+,Male,VFR,Belgium,UK,1.37,32.87,0.05,1
2010,25-34,Male,Business,Taiwan,USA,0.64,0.00,0.05,1
2010,16-24,Male,Holiday,Irish Republic,Other Eastern Europe,0.99,1.99,0.05,1
2010,35-44,Male,Business,Netherlands,Greece,1.82,5.47,0.05,1
2010,45-54,Male,Holiday,Luxembourg,Australia,0.84,1.68,0.05,1
2010,45-54,Male,Business,Japan,USA,0.25,0.25,0.05,1
2010,25-34,Female,VFR,Sweden,Poland,0.47,2.36,0.05,1
2010,16-24,Male,VFR,USA,Russia,0.63,12.69,0.05,1
2010,16-24,Male,Misc.,USA,UK,0.65,0.65,0.05,1
2010,35-44,Male,Misc.,USA,Poland,0.60,0.60,0.05,1
2010,Not Known,Male,Holiday,Italy,Italy,0.47,1.40,0.05,1
2010,45-54,Male,Holiday,Switzerland,Australia,0.46,1.39,0.05,1
2010,25-34,Female,Transit,Other Central & South America,UK,0.00,0.00,0.05,1
2010,16-24,Female,VFR,Norway,UK,0.25,0.99,0.05,1
2010,45-54,Male,Business,Sweden,Poland,0.25,0.74,0.05,1
2010,Not Known,Male,Business,Sweden,Sweden,0.25,0.00,0.05,1
2010,16-24,Male,Business,Yugoslavia,Yugoslavia,2.95,0.00,0.05,1
2010,35-44,Female,VFR,Singapore,Japan,0.32,6.42,0.05,1
2010,35-44,Female,VFR,Hong Kong,China,0.25,4.18,0.05,1
2010,16-24,Male,VFR,Italy,UK,0.48,1.44,0.05,1
2010,16-24,Female,VFR,Belgium,USA,1.17,1.17,0.05,1
2010,45-54,Male,Holiday,New Zealand,Australia,0.20,0.79,0.05,1
2010,35-44,Female,VFR,Other Southern Africa,UK,0.29,7.21,0.05,1
2010,0 -15,Female,VFR,India,India,0.13,25.05,0.05,1
2010,45-54,Female,Business,Other Africa,Italy,0.24,2.44,0.05,1
2010,35-44,Male,VFR,Germany,Irish Republic,0.81,8.86,0.05,1
2010,25-34,Female,Misc.,Germany,Canada,0.45,0.45,0.05,1
2010,35-44,Male,VFR,Singapore,Irish Republic,0.80,1.60,0.05,1
2010,35-44,Female,Business,Spain,Greece,0.24,0.48,0.05,1
2010,35-44,Male,Holiday,China,Italy,0.24,0.72,0.05,1
2010,35-44,Male,Holiday,Germany,Australia,0.43,3.46,0.05,1
2010,35-44,Female,Business,France,Irish Republic,0.45,0.00,0.05,1
2010,35-44,Male,Holiday,United Arab Emirates,Portugal,0.20,0.20,0.05,1
2010,16-24,Female,VFR,Belgium,France,0.61,1.22,0.05,1
2010,16-24,Male,Study,Belgium,UK,0.52,29.48,0.05,1
2010,65+,Male,Holiday,Singapore,Canada,0.24,4.09,0.05,1
2010,35-44,Male,Misc.,Saudi Arabia,Saudi Arabia,0.24,0.24,0.05,1
2010,25-34,Male,VFR,Spain,Israel,1.48,4.43,0.05,1
2010,55-64,Male,Misc.,Nigeria,UK,0.45,0.45,0.05,1
2010,25-34,Male,Misc.,Austria,Netherlands,0.64,0.64,0.05,1
2010,25-34,Female,Misc.,Irish Republic,UK,0.79,0.79,0.05,1
2010,35-44,Male,Misc.,Chile,Chile,0.24,0.24,0.05,1
2010,0 -15,Male,Misc.,Other Western Europe,UK,0.48,2.38,0.05,1
2010,55-64,Male,Misc.,USA,France,0.42,0.42,0.05,1
2010,0 -15,Female,Holiday,Czech Republic,UK,1.60,22.45,0.05,1
2010,25-34,Female,Business,Spain,Irish Republic,0.24,0.72,0.05,1
2010,55-64,Female,VFR,Singapore,Australia,0.26,0.52,0.05,1
2010,45-54,Female,VFR,Australia,Germany,0.45,2.67,0.05,1
2010,35-44,Male,Business,Netherlands,Sweden,0.45,0.45,0.05,1
2010,45-54,Female,Holiday,China,Belgium,0.24,1.90,0.05,1
2010,25-34,Male,Holiday,Taiwan,China,0.24,1.66,0.05,1
2010,25-34,Female,Business,Austria,Sweden,0.54,0.54,0.05,1
2010,35-44,Female,Transit,Other Central & South America,Other Central & South America,0.00,0.00,0.05,1
2010,35-44,Female,Business,Australia,New Zealand,0.16,0.97,0.05,1
2010,35-44,Female,VFR,Pakistan,UK,0.28,3.60,0.05,1
2010,45-54,Male,Misc.,France,Japan,0.44,0.00,0.05,1
2010,0 -15,Female,Study,Belgium,Belgium,0.21,0.21,0.05,1
2010,25-34,Female,VFR,Germany,South Africa,0.48,0.48,0.05,1
2010,55-64,Male,Holiday,Spain,USA,0.29,8.01,0.05,1
2010,55-64,Male,Holiday,Russia,Irish Republic,0.67,1.33,0.05,1
2010,25-34,Female,Misc.,Irish Republic,Other Eastern Europe,0.50,0.50,0.05,1
2010,25-34,Male,Business,France,Belgium,0.77,3.84,0.05,1
2010,65+,Male,Misc.,Yugoslavia,Yugoslavia,1.01,1.01,0.05,1
2010,35-44,Female,Misc.,Greece,USA,0.23,0.23,0.05,1
2010,25-34,Male,Business,Denmark,Spain,1.41,0.00,0.05,1
2010,65+,Female,Holiday,USA,Other Asia,0.23,3.22,0.05,1
2010,35-44,Female,VFR,Spain,Germany,0.58,1.74,0.05,1
2010,25-34,Female,Business,Switzerland,Russia,0.43,0.00,0.05,1
2010,55-64,Male,Business,Denmark,UK,0.23,0.23,0.05,1
2010,16-24,Male,VFR,South Africa,UK,0.23,3.42,0.05,1
2010,45-54,Male,Business,South Africa,Other Africa,0.18,0.37,0.05,1
2010,35-44,Female,Business,France,New Zealand,0.61,1.22,0.05,1
2010,35-44,Male,Misc.,USA,Other Central & South America,0.23,2.94,0.05,1
2010,45-54,Female,VFR,USA,Australia,0.23,0.68,0.05,1
2010,35-44,Male,Misc.,Canada,UK,0.23,0.23,0.05,1
2010,35-44,Male,Business,USA,Other Central & South America,0.23,0.00,0.05,1
2010,0 -15,Male,Holiday,Hong Kong,Australia,0.29,2.65,0.05,1
2010,65+,Male,Misc.,USA,UK,0.25,0.25,0.05,1
2010,25-34,Female,VFR,Belgium,France,0.74,2.95,0.05,1
2010,16-24,Female,VFR,Hungary,Germany,0.56,1.12,0.05,1
2010,65+,Male,Holiday,Canada,Other Asia,0.29,1.72,0.05,1
2010,55-64,Male,Transit,Italy,UK,0.00,0.00,0.05,1
2010,25-34,Female,VFR,Germany,Yugoslavia,0.53,2.63,0.05,1
2010,35-44,Male,Business,Spain,Netherlands,0.29,0.29,0.05,1
2010,45-54,Male,Misc.,USA,Canada,0.22,0.22,0.05,1
2010,0 -15,Male,Holiday,Colombia,Colombia,0.79,2.36,0.05,1
2010,16-24,Male,VFR,Netherlands,Other Africa,0.52,4.17,0.05,1
2010,65+,Male,Business,Canada,UK,0.23,0.68,0.05,1
2010,35-44,Male,Misc.,Sweden,Irish Republic,0.41,0.41,0.05,1
2010,45-54,Female,VFR,Czech Republic,UK,0.28,0.28,0.05,1
2010,25-34,Male,Misc.,South Africa,UK,0.41,0.41,0.05,1
2010,25-34,Male,VFR,Netherlands,Other Central & South America,0.72,2.15,0.05,1
2010,16-24,Male,Holiday,Colombia,Colombia,0.93,1.86,0.05,1
2010,35-44,Male,Transit,South Africa,Other Central & South America,0.00,0.00,0.05,1
2010,45-54,Female,Misc.,Argentina,Argentina,0.40,0.40,0.05,1
2010,25-34,Male,Transit,Irish Republic,Other Africa,0.00,0.00,0.05,1
2010,25-34,Male,Misc.,USA,India,0.21,0.42,0.05,1
2010,25-34,Male,Holiday,Austria,Italy,0.21,0.42,0.05,1
2010,16-24,Female,Transit,France,Other Western Europe,0.00,0.00,0.05,1
2010,35-44,Male,Holiday,India,USA,0.32,1.26,0.05,1
2010,0 -15,Male,VFR,Norway,UK,0.25,0.99,0.05,1
2010,45-54,Female,Misc.,China,UK,0.43,0.43,0.04,1
2010,35-44,Male,Business,Iceland,France,0.90,0.90,0.04,1
2010,16-24,Female,Transit,Czech Republic,Czech Republic,0.00,0.00,0.04,1
2010,25-34,Female,VFR,USA,Other Africa,0.21,1.25,0.04,1
2010,35-44,Female,Misc.,Switzerland,Australia,0.24,0.24,0.04,1
2010,35-44,Male,Holiday,Canada,Irish Republic,1.11,2.23,0.04,1
2010,55-64,Female,Holiday,Czech Republic,Czech Republic,0.50,0.50,0.04,1
2010,25-34,Female,VFR,France,Japan,0.44,1.32,0.04,1
2010,35-44,Female,VFR,France,Australia,0.44,0.88,0.04,1
2010,25-34,Female,VFR,Sweden,France,0.80,2.40,0.04,1
2010,65+,Male,VFR,Israel,Spain,0.38,1.53,0.04,1
2010,55-64,Male,Holiday,Hong Kong,Australia,0.67,2.02,0.04,1
2010,16-24,Male,VFR,China,France,0.30,1.20,0.04,1
2010,35-44,Female,Misc.,Other Central & South America,Canada,0.44,0.44,0.04,1
2010,0 -15,Female,Holiday,Norway,UK,0.31,1.24,0.04,1
2010,35-44,Male,VFR,Italy,Other Africa,0.48,1.44,0.04,1
2010,25-34,Male,Business,Denmark,Iceland,0.57,0.00,0.04,1
2010,25-34,Male,VFR,USA,South Africa,0.37,0.75,0.04,1
2010,45-54,Female,VFR,Germany,France,0.48,1.91,0.04,1
2010,35-44,Male,Holiday,Belgium,France,0.52,1.55,0.04,1
2010,35-44,Male,VFR,Portugal,UK,0.31,3.05,0.04,1
2010,25-34,Male,Business,Netherlands,Poland,0.85,0.00,0.04,1
2010,35-44,Female,Misc.,Italy,Iceland,0.48,0.48,0.04,1
2010,45-54,Female,Misc.,Switzerland,Belgium,0.53,1.06,0.04,1
2010,16-24,Female,Misc.,Czech Republic,USA,0.65,0.65,0.04,1
2010,25-34,Male,VFR,Other Gulf States,India,0.29,2.89,0.04,1
2010,25-34,Female,Misc.,Other Eastern Europe,UK,0.51,0.51,0.04,1
2010,0 -15,Male,Holiday,France,Belgium,0.43,0.43,0.04,1
2010,55-64,Female,Study,Irish Republic,UK,0.47,0.47,0.04,1
2010,45-54,Female,Misc.,Other Africa,UK,0.36,0.36,0.04,1
2010,25-34,Female,Misc.,USA,Norway,0.25,0.25,0.04,1
2010,25-34,Male,Business,Other Western Europe,Spain,0.36,0.72,0.04,1
2010,16-24,Female,Holiday,USA,Canada,0.24,1.42,0.04,1
2010,35-44,Male,Holiday,USA,India,0.36,3.60,0.04,1
2010,25-34,Female,Misc.,USA,Canada,0.26,0.26,0.04,1
2010,45-54,Male,Holiday,Sweden,Norway,0.20,0.20,0.04,1
2010,55-64,Male,Business,Germany,Italy,0.38,0.38,0.04,1
2010,65+,Female,Transit,South Africa,Austria,0.00,0.00,0.04,1
2010,35-44,Female,Holiday,Belgium,Australia,1.03,2.05,0.04,1
2010,55-64,Male,Business,Belgium,Netherlands,1.03,0.00,0.04,1
2010,45-54,Female,Business,Belgium,USA,0.82,0.00,0.04,1
2010,45-54,Male,Holiday,Irish Republic,Czech Republic,0.63,0.00,0.04,1
2010,35-44,Female,VFR,Japan,Japan,0.25,2.23,0.04,1
2010,45-54,Male,VFR,Germany,Greece,1.63,11.43,0.04,1
2010,35-44,Male,Business,South Africa,Germany,0.44,0.00,0.04,1
2010,35-44,Female,Business,Belgium,Italy,0.74,0.00,0.04,1
2010,55-64,Female,Misc.,Spain,USA,0.35,0.35,0.04,1
2010,35-44,Male,Misc.,Russia,UK,0.84,17.68,0.04,1
2010,35-44,Male,Holiday,Australia,France,0.29,0.57,0.04,1
2010,45-54,Female,VFR,Other Western Europe,USA,0.24,0.48,0.04,1
2010,0 -15,Male,VFR,Canada,UK,0.38,5.00,0.04,1
2010,45-54,Male,Misc.,USA,Colombia,0.50,0.50,0.04,1
2010,16-24,Female,VFR,Other Africa,USA,0.24,0.97,0.04,1
2010,25-34,Male,Business,Singapore,Brazil,0.24,0.24,0.04,1
2010,35-44,Male,Holiday,Other Gulf States,South Africa,0.24,0.48,0.04,1
2010,25-34,Male,VFR,United Arab Emirates,Portugal,0.24,0.24,0.04,1
2010,45-54,Male,Business,Austria,Switzerland,1.10,1.10,0.04,1
2010,0 -15,Male,Misc.,Other Eastern Europe,Other Eastern Europe,0.82,0.82,0.04,1
2010,25-34,Female,VFR,Japan,USA,0.34,0.34,0.04,1
2010,45-54,Female,VFR,Luxembourg,Italy,0.39,0.79,0.04,1
2010,0 -15,Male,Transit,Portugal,Portugal,0.00,0.00,0.04,1
2010,45-54,Female,Misc.,Other Africa,France,0.89,0.89,0.04,1
2010,35-44,Male,Holiday,France,Portugal,0.44,0.44,0.04,1
2010,55-64,Female,VFR,USA,Other Eastern Europe,0.24,0.95,0.04,1
2010,35-44,Male,Transit,Norway,Denmark,0.00,0.00,0.04,1
2010,65+,Female,VFR,China,China,0.24,2.85,0.04,1
2010,0 -15,Female,Holiday,Belgium,USA,1.12,0.00,0.04,1
2010,16-24,Female,Holiday,Germany,USA,0.60,2.40,0.04,1
2010,0 -15,Female,Misc.,Australia,Australia,0.29,0.29,0.04,1
2010,25-34,Male,Transit,Saudi Arabia,Saudi Arabia,0.00,0.00,0.04,1
2010,35-44,Male,Transit,Denmark,Finland,0.00,0.00,0.04,1
2010,55-64,Male,Business,Sweden,Norway,0.20,0.61,0.04,1
2010,35-44,Male,Holiday,France,Germany,0.60,0.60,0.04,1
2010,35-44,Male,Study,Netherlands,UK,0.86,1.71,0.04,1
2010,45-54,Female,Holiday,Canada,Other Africa,0.23,15.37,0.04,1
2010,25-34,Male,VFR,France,Portugal,1.16,4.64,0.04,1
2010,16-24,Male,Misc.,Iceland,Iceland,0.96,1.92,0.04,1
2010,45-54,Male,Misc.,Canada,Switzerland,0.47,0.93,0.04,1
2010,25-34,Male,Business,Iceland,UK,0.09,0.37,0.04,1
2010,16-24,Male,Holiday,Canada,USA,0.26,0.52,0.04,1
2010,65+,Male,Misc.,Australia,Irish Republic,0.38,0.38,0.04,1
2010,25-34,Male,Holiday,Other Eastern Europe,Netherlands,0.82,0.00,0.04,1
2010,55-64,Male,Business,Other Western Europe,Norway,0.58,0.58,0.04,1
2010,55-64,Female,VFR,Denmark,UK,0.26,2.31,0.04,1
2010,25-34,Female,Misc.,Australia,Irish Republic,0.32,0.32,0.04,1
2010,25-34,Female,Holiday,USA,Brazil,0.32,0.32,0.04,1
2010,55-64,Male,VFR,Poland,USA,0.57,2.86,0.04,1
2010,16-24,Male,VFR,Irish Republic,Other Eastern Europe,0.49,1.97,0.04,1
2010,35-44,Male,VFR,Belgium,Canada,1.12,3.35,0.04,1
2010,0 -15,Female,Holiday,Spain,Belgium,0.57,1.70,0.04,1
2010,25-34,Male,VFR,Sweden,USA,0.32,0.32,0.04,1
2010,25-34,Female,VFR,Other Southern Africa,Other Southern Africa,0.20,1.01,0.04,1
2010,65+,Male,Misc.,Other Central & South America,Other Central & South America,0.74,0.74,0.04,1
2010,25-34,Male,Business,Spain,Other Central & South America,1.05,3.14,0.04,1
2010,55-64,Male,Business,Spain,Portugal,1.05,3.14,0.04,1
2010,35-44,Male,Misc.,Singapore,India,0.32,0.32,0.04,1
2010,35-44,Female,Misc.,Nigeria,Canada,0.32,0.32,0.04,1
2010,55-64,Male,Misc.,Luxembourg,Belgium,0.52,0.52,0.04,1
2010,35-44,Male,VFR,Belgium,USA,0.56,3.90,0.04,1
2010,25-34,Female,VFR,Saudi Arabia,UK,0.07,0.35,0.04,1
2010,55-64,Male,Misc.,Other Gulf States,Canada,0.25,0.25,0.04,1
2010,25-34,Female,VFR,Switzerland,Germany,0.75,2.24,0.04,1
2010,16-24,Female,Misc.,Italy,Germany,0.48,0.96,0.04,1
2010,45-54,Female,VFR,Canada,Other Middle East,0.31,0.31,0.04,1
2010,16-24,Male,Transit,Other Western Europe,Other Western Europe,0.00,0.00,0.04,1
2010,0 -15,Male,Holiday,Spain,USA,0.59,1.78,0.04,1
2010,16-24,Female,VFR,Spain,Belgium,0.55,2.19,0.04,1
2010,0 -15,Female,VFR,Netherlands,Belgium,0.21,0.86,0.04,1
2010,35-44,Male,Holiday,Irish Republic,France,0.47,1.41,0.04,1
2010,45-54,Female,Study,Belgium,Belgium,0.44,0.44,0.04,1
2010,55-64,Male,VFR,Germany,Netherlands,0.54,1.08,0.03,1
2010,35-44,Female,VFR,Other Southern Africa,Other Southern Africa,0.30,1.81,0.03,1
2010,25-34,Male,VFR,USA,Nigeria,0.21,1.05,0.03,1
2010,45-54,Male,Misc.,USA,Argentina,0.21,0.21,0.03,1
2010,25-34,Male,Business,Other Africa,USA,0.38,2.69,0.03,1
2010,45-54,Female,VFR,Greece,Irish Republic,0.16,2.25,0.03,1
2010,65+,Male,Transit,Other Africa,Germany,0.00,0.00,0.03,1
2010,65+,Female,Holiday,Netherlands,UK,0.17,3.10,0.03,1
2010,25-34,Female,Holiday,Portugal,Japan,0.30,2.38,0.03,1
2010,16-24,Male,Holiday,Australia,USA,1.14,1.14,0.03,1
2010,35-44,Male,Misc.,Australia,Irish Republic,0.36,0.36,0.03,1
2010,35-44,Female,Holiday,Italy,UK,0.90,8.07,0.03,1
2010,55-64,Female,Transit,Taiwan,Taiwan,0.00,0.00,0.03,1
2010,0 -15,Female,VFR,Germany,USA,0.60,3.58,0.03,1
2010,25-34,Female,Transit,USA,Australia,0.00,0.00,0.03,1
2010,0 -15,Male,Misc.,China,UK,0.24,0.24,0.03,1
2010,55-64,Male,Holiday,Irish Republic,Poland,0.79,0.79,0.03,1
2010,25-34,Female,Misc.,India,UK,0.24,23.33,0.03,1
2010,35-44,Male,Misc.,France,Other Eastern Europe,0.52,0.52,0.03,1
